"date","site","sif","doy","year"
"2016-11-15","US-Seg",-0.024855887517333,320,2016
"2016-12-15","US-Seg",-0.00544817047193646,350,2016
"2017-01-15","US-Seg",-0.00889674108475447,15,2017
"2017-02-15","US-Seg",0.048414945602417,46,2017
"2017-03-15","US-Seg",0.0504996590316296,74,2017
"2017-04-15","US-Seg",0.0499271228909492,105,2017
"2017-05-15","US-Seg",0.148629695177078,135,2017
"2017-06-15","US-Seg",0.0790352150797844,166,2017
"2017-07-15","US-Seg",0.125319451093674,196,2017
"2017-08-15","US-Seg",0.0070935832336545,227,2017
"2017-09-15","US-Seg",0.0207564048469067,258,2017
"2017-10-15","US-Seg",0.0371800176799297,288,2017
"2017-11-15","US-Seg",0.0697413012385368,319,2017
"2017-12-15","US-Seg",0.0304632429033518,349,2017
"2007-01-15","US-Var",0.0874674916267395,15,2007
"2007-02-15","US-Var",0.173567578196526,46,2007
"2007-03-15","US-Var",0.393346697092056,74,2007
"2007-04-15","US-Var",0.533192217350006,105,2007
"2007-05-15","US-Var",0.460072815418243,135,2007
"2007-06-15","US-Var",0.393786668777466,166,2007
"2007-07-15","US-Var",0.386905938386917,196,2007
"2007-08-15","US-Var",0.235612228512764,227,2007
"2007-09-15","US-Var",0.190732136368752,258,2007
"2007-10-15","US-Var",0.178054854273796,288,2007
"2007-11-15","US-Var",0.0698567032814026,319,2007
"2007-12-15","US-Var",0.142668470740318,349,2007
"2008-01-15","US-Var",0.0612026937305927,15,2008
"2008-02-15","US-Var",0.214238300919533,46,2008
"2008-03-15","US-Var",0.321246445178986,75,2008
"2008-04-15","US-Var",0.376605123281479,106,2008
"2008-05-15","US-Var",0.303399562835693,136,2008
"2008-06-15","US-Var",0.295178145170212,167,2008
"2008-07-15","US-Var",0.287678420543671,197,2008
"2008-08-15","US-Var",0.29823249578476,228,2008
"2008-09-15","US-Var",0.154619961977005,259,2008
"2008-10-15","US-Var",0.190254017710686,289,2008
"2008-11-15","US-Var",0.127161577343941,320,2008
"2008-12-15","US-Var",0.10295732319355,350,2008
"2009-01-15","US-Var",0.00757199106737971,15,2009
"2009-02-15","US-Var",0.2111706584692,46,2009
"2009-03-15","US-Var",0.396366000175476,74,2009
"2009-04-15","US-Var",0.458949387073517,105,2009
"2009-05-15","US-Var",0.397426426410675,135,2009
"2009-06-15","US-Var",0.261240214109421,166,2009
"2009-07-15","US-Var",0.379874736070633,196,2009
"2009-08-15","US-Var",0.287323206663132,227,2009
"2009-09-15","US-Var",0.28154331445694,258,2009
"2009-10-15","US-Var",0.0843913927674294,288,2009
"2009-11-15","US-Var",0.0800625756382942,319,2009
"2009-12-15","US-Var",0.129465967416763,349,2009
"2010-01-15","US-Var",0.126717329025269,15,2010
"2010-02-15","US-Var",0.191781252622604,46,2010
"2010-03-15","US-Var",0.376880407333374,74,2010
"2010-04-15","US-Var",0.458825588226318,105,2010
"2010-05-15","US-Var",0.535653054714203,135,2010
"2010-06-15","US-Var",0.400133341550827,166,2010
"2010-07-15","US-Var",0.362507373094559,196,2010
"2010-08-15","US-Var",0.301561623811722,227,2010
"2010-09-15","US-Var",0.215693101286888,258,2010
"2010-10-15","US-Var",0.142097681760788,288,2010
"2010-11-15","US-Var",0.171111300587654,319,2010
"2010-12-15","US-Var",0.138256654143333,349,2010
"2011-01-15","US-Var",0.174848794937134,15,2011
"2011-02-15","US-Var",0.167564675211906,46,2011
"2011-03-15","US-Var",0.294546216726303,74,2011
"2011-04-15","US-Var",0.46608093380928,105,2011
"2011-05-15","US-Var",0.442037433385849,135,2011
"2011-06-15","US-Var",0.471018940210342,166,2011
"2011-07-15","US-Var",0.358047991991043,196,2011
"2011-08-15","US-Var",0.292411416769028,227,2011
"2011-09-15","US-Var",0.250623553991318,258,2011
"2011-10-15","US-Var",0.215273901820183,288,2011
"2011-11-15","US-Var",0.133018001914024,319,2011
"2011-12-15","US-Var",0.00443502422422171,349,2011
"2012-01-15","US-Var",0.1186358705163,15,2012
"2012-02-15","US-Var",0.105918303132057,46,2012
"2012-03-15","US-Var",0.146417275071144,75,2012
"2012-04-15","US-Var",0.426126480102539,106,2012
"2012-05-15","US-Var",0.344742149114609,136,2012
"2012-06-15","US-Var",0.28175812959671,167,2012
"2012-07-15","US-Var",0.256891071796417,197,2012
"2012-08-15","US-Var",0.349531441926956,228,2012
"2012-09-15","US-Var",0.105306223034859,259,2012
"2012-10-15","US-Var",0.205033630132675,289,2012
"2012-11-15","US-Var",0.114933133125305,320,2012
"2012-12-15","US-Var",0.121447525918484,350,2012
"2013-01-15","US-Var",0.10533532500267,15,2013
"2013-02-15","US-Var",0.192283779382706,46,2013
"2013-03-15","US-Var",0.351252257823944,74,2013
"2013-04-15","US-Var",0.361328184604645,105,2013
"2013-05-15","US-Var",0.32650101184845,135,2013
"2013-06-15","US-Var",0.504461288452148,166,2013
"2013-07-15","US-Var",0.336035698652267,196,2013
"2013-08-15","US-Var",0.136366501450539,227,2013
"2013-09-15","US-Var",0.154919683933258,258,2013
"2013-10-15","US-Var",0.0957015082240105,288,2013
"2013-11-15","US-Var",0.130301475524902,319,2013
"2013-12-15","US-Var",0.0216022171080112,349,2013
"2014-01-15","US-Var",0.0672173798084259,15,2014
"2014-02-15","US-Var",0.171938642859459,46,2014
"2014-03-15","US-Var",0.417900592088699,74,2014
"2014-04-15","US-Var",0.457252562046051,105,2014
"2014-05-15","US-Var",0.302001982927322,135,2014
"2014-06-15","US-Var",0.353834420442581,166,2014
"2014-07-15","US-Var",0.224256113171577,196,2014
"2014-08-15","US-Var",0.162938386201859,227,2014
"2014-09-15","US-Var",0.138372913002968,258,2014
"2014-10-15","US-Var",0.119159899652004,288,2014
"2014-11-15","US-Var",0.129003152251244,319,2014
"2014-12-15","US-Var",0.0910481587052345,349,2014
"2015-01-15","US-Var",0.128501281142235,15,2015
"2015-02-15","US-Var",0.271834135055542,46,2015
"2015-03-15","US-Var",0.395073920488358,74,2015
"2015-04-15","US-Var",0.307377755641937,105,2015
"2015-05-15","US-Var",0.251362770795822,135,2015
"2015-06-15","US-Var",0.331913501024246,166,2015
"2015-07-15","US-Var",0.221318274736404,196,2015
"2015-08-15","US-Var",0.226398155093193,227,2015
"2015-09-15","US-Var",0.191190958023071,258,2015
"2015-10-15","US-Var",0.0175057239830494,288,2015
"2015-11-15","US-Var",0.0628202185034752,319,2015
"2015-12-15","US-Var",0.0324551500380039,349,2015
"2016-01-15","US-Var",0.103262640535831,15,2016
"2016-02-15","US-Var",0.198410391807556,46,2016
"2016-03-15","US-Var",0.470056802034378,75,2016
"2016-04-15","US-Var",0.341992646455765,106,2016
"2016-05-15","US-Var",0.297992378473282,136,2016
"2016-06-15","US-Var",0.29694601893425,167,2016
"2016-07-15","US-Var",0.247529953718185,197,2016
"2016-08-15","US-Var",0.26981908082962,228,2016
"2016-09-15","US-Var",0.123271964490414,259,2016
"2016-10-15","US-Var",0.146847516298294,289,2016
"2016-11-15","US-Var",0.175524935126305,320,2016
"2016-12-15","US-Var",0.16428604722023,350,2016
"2017-01-15","US-Var",0.200265258550644,15,2017
"2017-02-15","US-Var",0.244045332074165,46,2017
"2017-03-15","US-Var",0.352667540311813,74,2017
"2017-04-15","US-Var",0.500432789325714,105,2017
"2017-05-15","US-Var",0.490696996450424,135,2017
"2017-06-15","US-Var",0.297246903181076,166,2017
"2017-07-15","US-Var",0.305067747831345,196,2017
"2017-08-15","US-Var",0.250437647104263,227,2017
"2017-09-15","US-Var",0.169096633791924,258,2017
"2017-10-15","US-Var",0.13611327111721,288,2017
"2017-11-15","US-Var",-0.00950329005718231,319,2017
"2017-12-15","US-Var",0.0855603218078613,349,2017
